Series Name,Series Code,Time,Time Code,Afghanistan [AFG],Albania [ALB],Algeria [DZA],American Samoa [ASM],Andorra [ADO],Angola [AGO],Antigua and Barbuda [ATG],Argentina [ARG],Armenia [ARM],Aruba [ABW],Australia [AUS],Austria [AUT],Azerbaijan [AZE],"Bahamas, The [BHS]",Bahrain [BHR],Bangladesh [BGD],Barbados [BRB],Belarus [BLR],Belgium [BEL],Belize [BLZ],Benin [BEN],Bermuda [BMU],Bhutan [BTN],Bolivia [BOL],Bosnia and Herzegovina [BIH],Botswana [BWA],Brazil [BRA],Brunei Darussalam [BRN],Bulgaria [BGR],Burkina Faso [BFA],Burundi [BDI],Cabo Verde [CPV],Cambodia [KHM],Cameroon [CMR],Canada [CAN],Cayman Islands [CYM],Central African Republic [CAF],Chad [TCD],Channel Islands [CHI],Chile [CHL],China [CHN],Colombia [COL],Comoros [COM],"Congo, Dem. Rep. [ZAR]","Congo, Rep. [COG]",Costa Rica [CRI],Cote d'Ivoire [CIV],Croatia [HRV],Cuba [CUB],Curacao [CUW],Cyprus [CYP],Czech Republic [CZE],Denmark [DNK],Djibouti [DJI],Dominica [DMA],Dominican Republic [DOM],Ecuador [ECU],"Egypt, Arab Rep. [EGY]",El Salvador [SLV],Equatorial Guinea [GNQ],Eritrea [ERI],Estonia [EST],Ethiopia [ETH],Faeroe Islands [FRO],Fiji [FJI],Finland [FIN],France [FRA],French Polynesia [PYF],Gabon [GAB],"Gambia, The [GMB]",Georgia [GEO],Germany [DEU],Ghana [GHA],Greece [GRC],Greenland [GRL],Grenada [GRD],Guam [GUM],Guatemala [GTM],Guinea [GIN],Guinea-Bissau [GNB],Guyana [GUY],Haiti [HTI],Honduras [HND],"Hong Kong SAR, China [HKG]",Hungary [HUN],Iceland [ISL],India [IND],Indonesia [IDN],"Iran, Islamic Rep. [IRN]",Iraq [IRQ],Ireland [IRL],Isle of Man [IMY],Israel [ISR],Italy [ITA],Jamaica [JAM],Japan [JPN],Jordan [JOR],Kazakhstan [KAZ],Kenya [KEN],Kiribati [KIR],"Korea, Dem. Rep. [PRK]","Korea, Rep. [KOR]",Kosovo [KSV],Kuwait [KWT],Kyrgyz Republic [KGZ],Lao PDR [LAO],Latvia [LVA],Lebanon [LBN],Lesotho [LSO],Liberia [LBR],Libya [LBY],Liechtenstein [LIE],Lithuania [LTU],Luxembourg [LUX],"Macao SAR, China [MAC]","Macedonia, FYR [MKD]",Madagascar [MDG],Malawi [MWI],Malaysia [MYS],Maldives [MDV],Mali [MLI],Malta [MLT],Marshall Islands [MHL],Mauritania [MRT],Mauritius [MUS],Mexico [MEX],"Micronesia, Fed. Sts. [FSM]",Moldova [MDA],Monaco [MCO],Mongolia [MNG],Montenegro [MNE],Morocco [MAR],Mozambique [MOZ],Myanmar [MMR],Namibia [NAM],Nepal [NPL],Netherlands [NLD],New Caledonia [NCL],New Zealand [NZL],Nicaragua [NIC],Niger [NER],Nigeria [NGA],Northern Mariana Islands [MNP],Norway [NOR],Oman [OMN],Pakistan [PAK],Palau [PLW],Panama [PAN],Papua New Guinea [PNG],Paraguay [PRY],Peru [PER],Philippines [PHL],Poland [POL],Portugal [PRT],Puerto Rico [PRI],Qatar [QAT],Romania [ROM],Russian Federation [RUS],Rwanda [RWA],Samoa [WSM],San Marino [SMR],Sao Tome and Principe [STP],Saudi Arabia [SAU],Senegal [SEN],Serbia [SRB],Seychelles [SYC],Sierra Leone [SLE],Singapore [SGP],Sint Maarten (Dutch part) [SXM],Slovak Republic [SVK],Slovenia [SVN],Solomon Islands [SLB],Somalia [SOM],South Africa [ZAF],South Sudan [SSD],Spain [ESP],Sri Lanka [LKA],St. Kitts and Nevis [KNA],St. Lucia [LCA],St. Martin (French part) [MAF],St. Vincent and the Grenadines [VCT],Sudan [SDN],Suriname [SUR],Swaziland [SWZ],Sweden [SWE],Switzerland [CHE],Syrian Arab Republic [SYR],Tajikistan [TJK],Tanzania [TZA],Thailand [THA],Timor-Leste [TMP],Togo [TGO],Tonga [TON],Trinidad and Tobago [TTO],Tunisia [TUN],Turkey [TUR],Turkmenistan [TKM],Turks and Caicos Islands [TCA],Tuvalu [TUV],Uganda [UGA],Ukraine [UKR],United Arab Emirates [ARE],United Kingdom [GBR],United States [USA],Uruguay [URY],Uzbekistan [UZB],Vanuatu [VUT],"Venezuela, RB [VEN]",Vietnam [VNM],Virgin Islands (U.S.) [VIR],West Bank and Gaza [WBG],"Yemen, Rep. [YEM]",Zambia [ZMB],Zimbabwe [ZWE]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1960,YR1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,YR1961,,,-13.6054413891643,,,,,5.42784287951257,,,2.35092661413184,5.53797931684518,,10.6670974291829,,6.05816082548085,7.69652979830472,,4.97842306319198,4.89227699287886,3.14128046154094,4.67999999999731,,2.07998366981974,,6.34327963828424,10.2759115752691,,,4.04392797653317,-13.7461350621616,,,1.18368081170776,3.16329168371287,,4.95345274209991,1.39774367077538,,4.04993094677994,-27.2999999874665,5.2653723815326,,-10.8513760834641,8.35072672433141,-0.955940459261001,9.93255515987839,,,,,,6.37883247557392,,,-2.31324876654651,1.54307865247283,,,,,,,,3.51758034078145,7.60467047924416,5.50627243711739,,14.7668431861657,,,,3.42967401166976,11.1495373965283,,,,4.29851846248654,,,4.68952430926943,,1.85565948345987,,,-0.0846619462925702,3.72274253129794,6.10491536970621,,,,,11.2038858397147,8.20724591384783,,12.0435364080116,,,-7.77463490834069,,,4.93634193130129,,,,,,,1.86479776188074,2.43998713305496,,,,3.82998312174054,,,2.04863275114191,7.63959784999884,7.59799383631663,,,,,15.5299132178881,,4.9999999999998,,,,,,-2.42523433288082,,0.471561084036182,,1.90826596927236,0.295546672716895,,,7.40021191816078,4.54639303650009,0.191795489499185,,6.27333551040729,1.139606403961,5.987346416585,,10.7513577726116,6.18111172032418,6.90028551419455,7.35005259494494,5.61657931895164,,5.53490347567514,7.04173594389772,,,,-4.29752606591165,,,,,2.99344825499918,,-4.88227636132112,1.80904354919763,8.13762468623096,,,,,-3.26198120234096,3.84540355183245,,11.8386741948328,4.22616182229105,,,,4.52728327833105,0.0223913340338271,,,5.68153734426357,,10.8330638599408,,,,,12.1693174096589,,14.037070863872,,1.15606936416206,,,,,,,2.57356996313509,2.55124679257197,2.49303793895197,,,3.1925193475513,,,,,1.36138181565732,6.31615726938115
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,YR1962,,,-19.6850417739045,,,,,-0.852021523481966,,,1.27705158758818,2.64867511295267,,10.4519718906978,,5.45303096987189,9.06075859876711,,5.21200350925606,4.89265857509351,-3.42640982073918,4.47000000000368,,5.57022468401642,,6.66666875358044,5.21605938541778,,,6.12879878142711,9.06315793323473,,,3.04155905100806,7.11677926679131,,-3.71364012897935,5.36011610893978,,5.1930795422693,-5.59999999980575,5.46650028234528,,21.2006975139425,5.20230878867108,8.14832002733445,1.22699448826735,,,,,,5.66682217271807,,,17.0472409359735,4.55888396390367,,,,,,,,3.60610369977645,2.98194553610327,6.67217462633565,,7.44921160604646,,,,4.10915860618155,1.53351890576276,,,,3.53650145914072,,,1.10492581084327,,5.76484621473084,,,8.31371274423529,2.93112773680006,1.90966022522416,,,,,10.156117136531,6.20365045787112,,8.90897299558067,,,9.45735874175016,,,2.45836065924672,,,,,,,15.3318124939351,1.34460014989321,,,,1.35867767094872,,,2.2710697015938,0.668364775302166,6.42102985115773,,,,,0.726608427079483,,4.6644146680021,,,,,,12.5179841473141,,4.08687253267269,,1.91032003367357,6.84350732102858,,,11.6953489843483,10.2787134942984,4.10299258983524,,2.81394513844518,20.1877918765274,4.48285862917632,,8.36480755400628,6.37409931672066,3.30025851773104,8.3401922354728,4.77312184751131,,6.61444776877353,8.32331552703138,,,,11.3337983856043,,,,,-0.136235361247401,,8.40858127171896,4.54096706303724,7.12176269703342,,,,,7.07665543416884,6.17727081380836,,9.95343810301819,3.81801958090126,,,,3.69426180095051,6.91584215418324,,,4.25877299399171,,24.5212971759886,,,,,3.77365280903435,,2.74246314374065,,5.5714285714282,,,,,,,1.32799317852384,6.11427743168613,-1.57454887358045,,,8.53293339907609,,,,,-2.49083953982732,1.43447088725841
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1963,YR1963,,,34.3137288532046,,,,,-5.30819682651754,,,6.2124399336051,4.13826758157032,,10.5240552039871,,-0.455894289938712,-5.07842107458586,,4.35158428167068,4.95642317084032,4.73002797070119,1.0699999999985,,6.42070122102028,,5.92104819087076,0.874672608648282,,,-1.26801637263017,4.13540741523573,,,3.74255032024226,5.18177608227349,,-0.707243873739799,-1.59945401520805,,6.11656483531904,10.1999999802968,2.90411467784939,,5.21399013459379,-4.02930039797286,4.78471155731934,14.4903558668966,,,,,,0.637021234202351,,,6.50290267018264,3.87565836393848,,,,,,,,6.35877067834778,3.28509963570345,5.34717376737875,,6.09243526146753,,,,4.40597420050632,10.1360552608132,,,,9.54104385380307,,,-12.2786572606378,,3.58043658636949,,,10.2833828720507,5.99435326285582,-2.25303656339435,,,,,10.6957130041973,5.60972797819832,,8.47364238279398,,,8.77834021623049,,,9.53172102567139,,,,,,,10.6150724036575,2.27445718305523,,,,3.43910854038502,,,-0.9294016237763,-1.39107846904413,7.33880330174186,,,,,-1.98376763044655,,8.106886929974,,,,,,4.86360426410579,,13.3492949246144,,1.89511164336658,3.62462153047358,,,9.94317818653509,9.42822932100785,8.57861892044693,,3.7850430836605,4.53124355891445,8.688831515348,,8.42261704425815,4.07252177043907,4.71029133746063,3.72054641668906,7.06048742267156,,5.87370211616287,8.65104516691841,,,,-9.8204444262584,,,,,1.86447856772804,,10.135602958213,1.69971517214962,9.98491088345075,,,,,2.80880257009393,7.37356395241089,,9.59649887419762,2.51674856606093,,,,-6.26533852648474,-2.84697167991408,,,5.32789781057997,,-8.65274662934306,,,,,4.99969427541605,,5.60459724653435,,9.06630581867387,,,,,,,3.95624116673754,4.36035092122755,0.170458852432276,,,3.90095146830775,,,,,3.27239310973617,6.24434450666239
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1964,YR1964,,,5.83941293463795,,,,,10.1302976614339,,,6.97621507509949,6.12435373762843,,10.501567201834,,10.9527885460417,5.00487574733846,,6.9566847334402,4.99986589996138,6.6507591113471,11.1099999999972,,4.79455973062788,,6.83229714712459,3.48558230073068,,,2.28281922317824,6.27303792100098,,,3.54715969576547,6.69945668193699,,2.080361135727,-2.5109396034681,,2.66787166629818,18.2999999988796,6.60234159506994,,-2.44022356369055,3.81679626783776,4.14905211969472,17.6130878294722,,,,,,9.26993821451801,,,6.76486506898021,7.81188962318649,,,,,,,,4.87728137027365,5.23868659789338,6.51833830272174,,4.55445365571106,,,,2.20932750489338,8.25834025172416,,,,4.63299225848783,,,11.360282379526,,5.41664556857948,,,9.91654401443019,7.45295012203719,3.45146579594355,,,,,7.93719196941495,2.79770227911504,,11.6767081963977,,,4.96446728796283,,,7.56123911529004,,,,,,,8.25111682802857,5.15196209256112,,,,7.86582881901585,,,3.9625188477376,2.66110322180091,5.35896322935037,,,,,27.6908863760807,,11.905480764756,,,,,,1.2863631934685,,-5.89401884315787,,7.53244855331717,8.27490393060479,,,11.1111358664548,0.131039889603571,4.95048865853795,,5.00965098662395,0.0747394471301845,7.56975745107231,,4.53002497415366,8.57028152840988,4.21247735842014,6.60028170535465,3.44698214533541,,6.31074738257504,7.06092447022786,,,,-12.4649926743393,,,,,3.88392710398962,,5.9192464561403,6.6852387933864,-3.68047532596137,,,,,-6.11062333034268,7.93984129535642,,5.30851024557086,3.90648904934619,,,,3.66972556461145,-1.12044911833431,,,6.82145671417365,,9.27136373586606,,,,,14.2860112809653,,7.63049977218935,,5.45905707196022,,,,,,,5.0382824487824,5.76924474071694,2.44052077784451,,,11.1293448979255,,,,,12.2140478482788,-1.1061718588287
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1965,YR1965,,,6.20689830582755,,,,,10.569433340343,,,5.97981277129858,3.48017491799561,,10.4255964880827,,1.60625822891576,11.4348434975811,,3.56065983986062,4.93053399446993,5.29386284023943,4.76000000000469,,5.62501856960085,,5.81395647011045,3.05348790464363,,,3.76454538057878,3.96722560975601,,,2.02605371473766,6.63654513889813,,0.947568971755388,0.606227786325746,,0.417175015514857,17.000000002565,3.01248719731232,,0.997348792203326,3.67646773633929,9.82961728666072,-3.10965427514891,,,,,,4.55525481407102,,,-12.4818338904981,4.71797315813109,,,,,,,,-2.70026867716186,5.30285780228283,4.77803517697649,,8.33333565825727,,,,1.36899886954207,9.3926608498135,,,,4.3617694315609,,,10.5410187614938,,9.03715657188586,,,7.3717292987068,-2.63577011117555,0.947080215354163,,,,,9.09396567949379,3.2680237196418,,5.8197078729815,,,2.00909417082951,,,5.19013986952592,,,,,,,2.15410450905311,4.79379556662343,,,,-0.734933604481,,,-0.452253863622573,13.616493439148,7.68486337502171,,,,,16.1383304147057,,7.09999999999975,,,,,,,,10.6926495108125,,-1.20318901706183,8.64309493575013,,,9.0038611199937,6.91976181872944,4.88497683781468,,5.28560880055228,189.829877372556,10.4193658262846,,9.13439915216343,10.2685198086598,6.16797475923975,4.93924288975532,5.26581046402201,,7.46898852994373,9.2048425738176,,,,7.0095292511639,,,,,1.33218949041702,,-1.06057109660553,7.1801557886489,7.59724126113777,,,,,-5.94368149253904,8.89603060727251,,6.25313489898551,2.53696419494796,,,,0.88493506710337,6.77707407277404,,,3.82145314801183,,2.29937387809859,,,,,15.4597127048654,,0.693850282308375,,2.82352941176454,,,,,,,2.78897682833296,6.49299406022823,1.04560403824465,,,4.16286684208175,,,,,16.6474558271682,4.91057058670184
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1966,YR1966,,,-4.80497093103762,,,,,-0.65972617159396,,,2.36539612983032,5.64286141093264,,9.07192871148771,,2.56681200128052,4.00337126000842,,3.15589498173409,4.77087331556876,3.57586272728709,14.3636363636331,,6.4972957894456,,6.34401567564089,4.15036021932218,,,0.53761308310483,4.61299288235513,,,4.61495562069068,6.58496540750694,,0.644999279352177,-1.8070923919984,,10.001606064883,10.7000000120576,5.32236812941078,,6.77548530319298,1.35898246236125,7.87070808703308,11.5773596871263,,,,,,2.74091010903223,,,13.4633448339652,-0.339525639357717,1.05664607672944,7.16113760715176,,,,,,0,2.37282301528172,5.2140080519371,9.57657823321398,4.50800457013843,,7.53563129431613,,-4.25829037246162,6.09884653317356,,,,5.51210389610372,,,5.23327389449581,,5.37384210615286,1.79483882320297,,8.73593347607013,-0.0553287700810472,2.85042825932251,10.4270188357932,,,,-0.0796448940796495,5.98479422519705,,10.6385615591639,,,14.728566401776,,,12.6999998765541,,12.3155609744546,,,4.14835816566736,,-0.405521491836353,7.70265605915637,,,,1.10590411235918,,,2.06455240687127,13.249036350402,7.81671103187161,,,,,0.23096208412916,,6.09613930067485,,,,,,,,-4.85177870393794,,7.04064314274792,2.74110433455436,-3.84857770117728,,3.30113639774522,-0.382497198405886,-4.25051418780318,,3.7865132548972,5.20446096654238,5.78995179549489,,7.51930536422427,5.81375798510318,1.99150333312834,8.39487936976855,4.42599417355294,,4.07790943398128,7.49914655602318,,,,7.00891082895809,,,,,2.87676097489353,,13.8965026070342,1.69999999999986,10.8719020603165,,,,,9.09865470772144,4.43844496573152,,7.24606030950743,5.02379806238631,,,,0,-3.57514748580708,,,2.09083647876757,,-7.65906551474498,,,11.1225215524825,,9.40871909862607,,4.05682156142741,3.4548677439733,11.2128146453092,,,,,,,2.04931117754342,6.59034096152875,3.06285595216951,,,1.51025022216508,,,,,-5.57030960406428,1.52313002640238
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1967,YR1967,,,9.45296243798998,,,,,3.19199662337057,,,6.29684145573282,3.00804779775493,,9.59811386676546,,-1.87586391964774,10.6361361426256,,3.86814694690101,4.91312455521246,1.07839867228992,13.2750397456253,,6.90886779316999,,5.92456306722231,4.9152656882159,,,8.82331497511429,13.8215185985971,,,-10.9120655904009,2.91531036036223,,4.67651462091024,0.767201382290096,,3.64078331944869,-5.70000000054841,4.19063544679736,,-0.985738662510798,2.11627205789419,5.65012592108944,4.5981517862534,,,,,,3.42160509181346,,,3.32754224437106,4.62107394070436,0.625935027792579,5.43684724121805,,,,,,13.3518327542356,2.16882888287408,4.68815882065188,-4.73916661508066,4.11515284822326,0,6.24999954351644,,3.0753640519096,5.48143716600464,,,,4.11217558459371,,,4.31362182976149,,5.97754288236159,1.60362744250678,,-1.26726186273835,7.82596303186507,1.12499692060256,10.6270552138459,,,,2.9950200984771,7.17861246556181,1.80863852761067,11.0821423246931,,,3.36123203225105,,,6.10003812435474,,2.38054123592934,,,11.7126455331383,,10.9120634333906,6.74578571217998,,,,0.216730811573157,,,5.52856561010442,7.28154988988936,3.85714647803195,,,,,3.56713291579858,,5.85492487788488,,,,,,10.0288414053903,,-5.92525888338223,,-1.57149749814181,5.28001474697714,5.40079144250699,,6.96951382512579,0.122868670426485,-15.7436282056345,,6.25607900635556,66.2190812720854,5.40061259605199,,8.56588064746782,4.07046147435057,9.15036720420407,3.77470350471307,5.32415018795579,,7.54448252895,6.22322520174603,,,,6.91601750930874,,,,,-1.21979286521805,,0.504744599232893,0.0362815524202631,12.2835366674746,,,,,5.94094361661391,7.19649710993251,,4.3403384170755,6.43901505336703,,,,-9.52381346413969,1.42408128240317,,,3.36549793942808,,8.25768270093943,,,8.61597877455766,,5.50037154367216,,2.0425143161001,0.161951757321404,4.73251028806597,,,,,,,2.31096510055484,2.74439071503916,-3.65683410196365,,,2.83386913600197,,,,,7.91969633724467,8.36700893022744
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1968,YR1968,,,10.7962385652319,,,,,4.82250078158644,,,5.09298591983649,4.47231278246079,,8.42176356379973,,9.48945401547951,6.92182131752112,,4.19412962494718,7.36721823757114,3.84233563205507,2.10526315789625,,-12.1690278774982,,10.5670569690892,11.4272823901685,,,3.07077393772455,-0.297883667826198,,,6.34632385552503,5.29534186352817,,1.40419674702991,-0.457218866538113,,3.75167907596916,-4.10000000520178,6.42744433641802,,4.33269846489097,7.63132623836927,8.38501776767393,12.5482486399688,,,,,,3.97494770207751,,,0.23886052049447,1.90943839921289,2.72141645417507,3.236692947264,,,,,,7.9162222955044,2.30328998355671,4.25902468977269,14.9308021381053,2.50880088353969,9.57614346404307,4.45633481389535,,0.368860328892268,6.66410925198278,,,,8.76603514441257,,,1.02482755267542,,6.59818313384119,3.39743883366815,,-5.47490634604685,3.38792917504746,12.0341784547595,12.5020142046261,,,,16.2419570079008,6.54455465470541,5.74413220944459,12.8824681383231,,,7.98268996953257,,,11.6998106178462,,9.35545628681247,,,6.87303589471804,,-0.367119319573533,4.76887387695008,,,,4.18387242679037,,,6.8287860989285,-1.92307915660344,7.97799471603264,,3.70841019802488,,,10.1964425519047,,9.42327881868161,,,,,,9.89173927623581,,12.0593401843223,,0.675483463917971,6.41613403990084,14.2625546890163,,1.34296005345777,0.383494662259267,-1.24836024611903,,2.25987552819265,81.8877959183672,7.23322092786655,,6.92892572349295,4.35959024950803,4.52707384133248,0.354541415100897,4.94541808045091,,8.87550923376696,5.1804342287747,,,,7.01378091869947,,,,,6.29077353294547,,7.55323423061466,2.01992383280252,13.6181201829288,,,,,2.02997732483614,4.15336446106411,,6.59702013758275,5.80110483527551,,,,6.50970588907774,1.96322082366819,,,3.63825233423628,,3.72908021598828,,,8.12227284522449,,5.02369186203302,,5.21514839156274,10.4097287006649,6.77799607072652,,,,,,,3.98473799467673,4.9168803365572,1.88891173546364,,,7.33723260866334,,,,,1.24833024022477,1.97013496961837
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1969,YR1969,,,8.43328031598072,,,,,9.67952600806881,,,7.04960384816769,6.27586716606929,,8.98166257813477,,1.22085790909685,7.51840479433301,,6.6297997952943,5.10638394815068,2.87749797610756,3.43642611683744,,3.0960131437861,,15.123401979073,9.73582686182293,,,2.02608104065483,-1.45954114176941,,,4.90147952264024,5.26000082594564,,7.09140650691565,6.88131022379213,,3.47131724762997,16.9000000043629,6.52093506685732,,9.32883743834138,7.5485251939496,5.57772980898466,9.5392187711376,,,,,,6.32248500839427,,,10.8914458178087,4.66923798032512,6.8125502152712,3.485417934903,,,,,,2.59641096296272,9.59328778480035,6.99053053392925,-2.68594101286762,8.0829104354267,2.43552288196153,4.77814972509441,,6.0061749636448,9.89973017189712,,,,4.73690909090905,,,6.99438665728482,,0.655438849281339,11.3433704821755,,2.37458802719071,6.53970029709198,7.47738592890057,12.906373811762,3.24418646059614,,,13.5657034019826,6.09805999558597,5.57467386165216,12.4778945144976,,,7.95922445608228,,,14.1000724843828,,2.73541825633221,,,4.56896000000026,,1.54753483124435,7.28846513020613,,,,9.97285794333055,,,3.721222167801,5.88235990710082,4.88853349869846,,0.230999423242295,,,1.2485320985387,,3.41862002602123,,,,,,8.36216537069225,,3.29174112298855,,4.46342160070982,6.42944907759097,15.7163133836032,,6.23770390741005,-5.48594581206116,24.1973839490626,,4.50461145559132,25.6661709585029,5.5078996329689,,8.52842809364476,8.27345794708081,4.70115140831635,3.79465267382754,4.65635857843874,,2.12074116169647,9.37523293759037,,,,11.0073701531017,,,,6.03789305335656,-6.55414292112025,,0,8.52544680372593,13.724676128887,,,,,-1.69956971733171,4.71597491377015,,8.90701555527119,7.71681162980397,,,,2.86084496980044,1.38935049190879,,,5.00964955577044,,18.7679151898052,,,6.55065650501041,,10.830868340563,,2.73068152059459,4.74781629644308,4.08114558472556,,,,,,,2.05244565108862,3.13858539038864,5.86474062853655,,,0.706036852223519,,,,,-0.436915912273818,12.4282358345824
