"","yearcountry","country","year4","year3","year2","year1","average","globalaverage","ggf"
"40","X1992_Cote d'Ivoire","Cote d'Ivoire","1.13648396395894","2.94800494413477","-1.09590841110511","0.0409251689921888","0.757376416495197","0.949288224429655","0.797836101833286"
"41","X1992_Cameroon","Cameroon","-7.82363197506437","-1.81912051252316","-6.10569764608255","-3.80859937190125","-4.88926237639283","0.949288224429655","-5.15045088579959"
"42","X1992_Congo, Rep.","Congo, Rep.","1.76626342941908","2.59987651717239","1.00000356694369","2.39536745406824","1.94037774190085","0.949288224429655","2.04403435328259"
"43","X1992_Colombia","Colombia","4.05982100227979","3.41742665551664","6.04203847765552","2.27723149659272","3.94912940801117","0.949288224429655","4.16009522332783"
"44","X1992_Comoros","Comoros","2.68751878827547","-3.18067536725776","5.09139268472423","-5.39559890707172","-0.199340700332445","0.949288224429655","-0.209989648246413"
"45","X1992_Cabo Verde","Cabo Verde","5.9968549154657","5.69794936659605","0.692171874341213","1.40414685247092","3.44778075221847","0.949288224429655","3.63196410056592"
"46","X1992_Costa Rica","Costa Rica","3.81939295597708","5.06567285315842","3.90491780290263","2.57191997113746","3.8404758957939","0.949288224429655","4.04563734907942"
"47","X1992_Caribbean small states","Caribbean small states","1.27616480581882","3.51986966014228","0.36935026980855","0.191573824527367","1.33923964007425","0.949288224429655","1.41078294832835"
"48","X1992_Cuba","Cuba","3.70553991765917","0.680083275654781","-2.94856477432668","-10.692697402248","-2.31390974581518","0.949288224429655","-2.43752075109265"
"49","X1992_Curacao","Curacao",NA,NA,NA,NA,NA,"0.949288224429655",NA
"50","X1992_Cayman Islands","Cayman Islands",NA,NA,NA,NA,NA,"0.949288224429655",NA
"51","X1992_Cyprus","Cyprus","8.646778560307","7.94742550335646","7.40399999999831","0.739500000000291","6.18442601591552","0.949288224429655","6.51480325654645"
"52","X1992_Czech Republic","Czech Republic",NA,NA,NA,"-11.6149423603296",NA,"0.949288224429655",NA
"53","X1992_Germany","Germany","3.70723566097853","3.89655172792726","5.25500608167249","5.10826151284067","4.49176374585474","0.949288224429655","4.73171754400877"
"54","X1992_Djibouti","Djibouti",NA,NA,NA,"-4.27761667490958",NA,"0.949288224429655",NA
"55","X1992_Dominica","Dominica","8.55901728010426","-0.243166102629189","5.25489827890546","0.607930896949512","3.54467008833251","0.949288224429655","3.73402934652665"
"56","X1992_Denmark","Denmark","-0.142664109613762","0.572900403347873","1.6074436369104","1.30042703091537","0.83452674038997","0.949288224429655","0.879107860935876"
"57","X1992_Dominican Republic","Dominican Republic","2.15596333116194","4.400538808939","-5.45431240182013","0.944138891126727","0.511582157351884","0.949288224429655","0.538911306583677"
"58","X1992_Algeria","Algeria","-1.0000055165881","4.40000216431811","0.800000618836293","-1.20000061392489","0.749999163160353","0.949288224429655","0.790064749418927"
"59","X1992_East Asia & Pacific (developing only)","East Asia & Pacific (developing only)","10.0135637763152","6.0630757985121","5.59216644555698","8.2884392682794","7.48931132216592","0.949288224429655","7.88939663363632"
"60","X1992_East Asia & Pacific (all income levels)","East Asia & Pacific (all income levels)","7.66858470516614","5.4916430573041","5.62809718102419","4.35913658218352","5.78686538141949","0.949288224429655","6.09600459849411"
"61","X1992_Europe & Central Asia (developing only)","Europe & Central Asia (developing only)","2.64233078185381","-0.159625790121012","0.973887997195106","-5.38885818898478","-0.483066300014219","0.949288224429655","-0.50887210815709"
"62","X1992_Europe & Central Asia (all income levels)","Europe & Central Asia (all income levels)","4.21321556759678","3.47080712736162","2.3951110587665","0.665160381849915","2.6860735338937","0.949288224429655","2.82956584182589"
"63","X1992_Ecuador","Ecuador","5.8904672900016","1.00577794619832","3.67991405278418","4.29134239802096","3.71687542175126","0.949288224429655","3.91543403373029"
"64","X1992_Egypt, Arab Rep.","Egypt, Arab Rep.","5.30071893049617","4.97237856806869","5.7017532953501","1.07883798756544","4.2634221953701","0.949288224429655","4.49117779579708"
"65","X1992_Euro area","Euro area","4.30712812582156","4.10680301141413","3.58127733883894","2.62054097342168","3.65393736237408","0.949288224429655","3.84913377027237"
"66","X1992_Eritrea","Eritrea",NA,NA,NA,NA,NA,"0.949288224429655",NA
"67","X1992_Spain","Spain","5.09432421308969","4.82703030112697","3.78139346063691","2.54600057447591","4.06218713733237","0.949288224429655","4.27919259166307"
"68","X1992_Estonia","Estonia",NA,NA,NA,NA,NA,"0.949288224429655",NA
"69","X1992_Ethiopia","Ethiopia","0.50367487907512","-0.361044180382436","2.72645178301008","-7.13747970825787","-1.06709930663878","0.949288224429655","-1.12410464933335"
"70","X1992_European Union","European Union","4.4030270416774","3.59515625965334","2.82282957621614","1.3968514012584","3.05446606970132","0.949288224429655","3.21763821681922"
"71","X1992_Fragile and conflict affected situations","Fragile and conflict affected situations",NA,NA,NA,"-16.8177470337764",NA,"0.949288224429655",NA
"72","X1992_Finland","Finland","5.20985870910104","5.0877016353446","0.675783547493154","-5.91442593044744","1.26472949037284","0.949288224429655","1.33229240374566"
"73","X1992_Fiji","Fiji","0.955756561022199","7.43863288165458","5.80000042014194","-2.70000123887006","2.87359715598716","0.949288224429655","3.02710713357227"
"74","X1992_France","France","4.733872469096","4.35323114282215","2.91400969964847","1.03910532900366","3.26005466014257","0.949288224429655","3.4342095227203"
"75","X1992_Faeroe Islands","Faeroe Islands",NA,NA,NA,NA,NA,"0.949288224429655",NA
"76","X1992_Micronesia, Fed. Sts.","Micronesia, Fed. Sts.","2.54890337877889","3.52601156069363","3.74092685650476","7.42734122712594","4.31079575577581","0.949288224429655","4.54108209165429"
"77","X1992_Gabon","Gabon","12.8453532422791","8.54530999380954","5.19223727572317","6.11250348092453","8.17385099818408","0.949288224429655","8.61050499503988"
"78","X1992_United Kingdom","United Kingdom","5.9340672984532","2.51793306157838","0.537079782355306","-1.23631876146531","1.93819034523039","0.949288224429655","2.04173010404178"
"79","X1992_Georgia","Georgia","5.55555807916292","-7.19520189572221","-14.7882259000602","-21.1000005652982","-9.38196757047942","0.949288224429655","-9.88316017099678"
"80","X1992_Ghana","Ghana","5.62816876533626","5.08587270030002","3.32881788322055","5.28182629016472","4.83117140975539","0.949288224429655","5.08925665085335"
"81","X1992_Guinea","Guinea","6.30811669728146","4.00347601508531","4.32406275158344","2.61342300468395","4.31226961715854","0.949288224429655","4.54263468795203"
"82","X1992_Gambia, The","Gambia, The","4.47682692387714","5.8957218716149","3.55887936867587","3.10703925567448","4.2596168549606","0.949288224429655","4.48716917090153"
"83","X1992_Guinea-Bissau","Guinea-Bissau","4.59999998835048","6.10000002147288","6.09999998640174","5.10000002278481","5.47500000475248","0.949288224429655","5.76747911103809"
"84","X1992_Equatorial Guinea","Equatorial Guinea","2.6552621818323","-1.22917807948404","-1.7585640840493","-1.02223891848911","-0.338679725047538","0.949288224429655","-0.356772280885524"
"85","X1992_Greece","Greece","4.28786164922916","3.80000002105518","0","3.09999999396115","2.79696541606137","0.949288224429655","2.94638166163056"
"86","X1992_Grenada","Grenada","3.4282106560823","6.07204309505438","5.1992453098469","2.29690155125093","4.24910015305863","0.949288224429655","4.47609065793642"
"87","X1992_Greenland","Greenland","5.60361037984296","6.65954415954344","-11.7195325542566","-0.113464447806848","0.107539384330738","0.949288224429655","0.113284228712885"
"88","X1992_Guatemala","Guatemala","3.89238717046855","3.94258943569592","3.1025632080764","3.65824876091571","3.64894714378915","0.949288224429655","3.84387697001243"
"89","X1992_Guam","Guam",NA,NA,NA,NA,NA,"0.949288224429655",NA
"90","X1992_Guyana","Guyana","-3.69353310071637","-4.94441308773148","-3.03808490279705","5.98460995672794","-1.42285528362924","0.949288224429655","-1.49886540990658"
"91","X1992_High income","High income","4.85676961195325","3.98016689151422","2.91751563928769","1.19034412105741","3.23619906595314","0.949288224429655","3.40907954261994"
"92","X1992_Hong Kong SAR, China","Hong Kong SAR, China","8.51151299483273","2.2769411437941","3.83063771702996","5.70185400592382","5.08023646539515","0.949288224429655","5.35162697129992"
"93","X1992_Honduras","Honduras","4.60985267603489","4.32585275924811","0.0968804507266441","3.25203379948324","3.07115492137322","0.949288224429655","3.2352186009875"
"94","X1992_Heavily indebted poor countries (HIPC)","Heavily indebted poor countries (HIPC)","0.854723385558657","2.07807792552343","-1.12109474981619","0.372686840609887","0.546098350468946","0.949288224429655","0.575271383774985"
"95","X1992_Croatia","Croatia",NA,NA,NA,NA,NA,"0.949288224429655",NA
"96","X1992_Haiti","Haiti",NA,NA,NA,NA,NA,"0.949288224429655",NA
"97","X1992_Hungary","Hungary",NA,NA,NA,NA,NA,"0.949288224429655",NA
"98","X1992_Indonesia","Indonesia","6.35567874666718","9.08471433619371","9.00157322165103","8.92779614533875","8.34244061246267","0.949288224429655","8.78810080834503"
"99","X1992_Isle of Man","Isle of Man","11.8293565290881","6.84521316319966","4.18697681556883","1.60498788733703","6.1166335987984","0.949288224429655","6.44338931147425"
"100","X1992_India","India","9.62778291908654","5.94734332857492","5.53345456338033","1.05683143249497","5.54135306088419","0.949288224429655","5.83737680325015"
"101","X1992_Not classified","Not classified",NA,NA,NA,NA,NA,"0.949288224429655",NA
"102","X1992_Ireland","Ireland","5.21741428075406","5.81391959660596","8.46652792573803","1.92963948389202","5.35687532174752","0.949288224429655","5.64304410809056"
"103","X1992_Iran, Islamic Rep.","Iran, Islamic Rep.","-6.29922682795841","6.17795951865851","13.6877653639479","12.5943569564929","6.54021375278522","0.949288224429655","6.88959747363839"
"104","X1992_Iraq","Iraq","-0.0190369368025216","-3.11853521474666","57.8178283456035","-64.047106973488","-2.34171269485842","0.949288224429655","-2.46680895706396"
"105","X1992_Iceland","Iceland","-0.089726027865737","0.25843985271834","1.16937034263864","-0.223525522360319","0.278639661282731","0.949288224429655","0.293524826403637"
"106","X1992_Israel","Israel","2.02414119886336","0.869138093478966","6.83546980915378","7.69937903012861","4.35703203290618","0.949288224429655","4.58978834960682"
"107","X1992_Italy","Italy","4.19437726765588","3.38838350788768","1.98577490977219","1.5384475479016","2.77674580830434","0.949288224429655","2.92508190541671"
"108","X1992_Jamaica","Jamaica","3.9743020010758","7.17330435509351","4.20053511905665","4.83823874171479","5.04659505423519","0.949288224429655","5.3161884076538"
"109","X1992_Jordan","Jordan","-1.85210467306445","-13.4521155746691","0.973755134733167","1.82389837318711","-3.12664168495332","0.949288224429655","-3.2936695141582"
"110","X1992_Japan","Japan","7.14669370732624","5.37015251896031","5.57239829948963","3.32434077481206","5.35339632514706","0.949288224429655","5.63937926056488"
"111","X1992_Kazakhstan","Kazakhstan",NA,NA,NA,"-11.0000000016926",NA,"0.949288224429655",NA
"112","X1992_Kenya","Kenya","6.20318381988459","4.69034876812297","4.19205097421582","1.43834679108514","4.13098258832713","0.949288224429655","4.3516631535265"
"113","X1992_Kyrgyz Republic","Kyrgyz Republic","13.2000300959672","2.78975090372306","5.70279666896536","-7.85106581899781","3.46037796241445","0.949288224429655","3.64523426432841"
"114","X1992_Cambodia","Cambodia",NA,NA,NA,NA,NA,"0.949288224429655",NA
"115","X1992_Kiribati","Kiribati","18.2433166702888","-8.5586931047348","2.13327302874475","-4.31766182005775","1.87505869356025","0.949288224429655","1.97522590642774"
"116","X1992_St. Kitts and Nevis","St. Kitts and Nevis","9.06804712901402","7.61765857254102","2.26986394380144","0.393180573365598","4.83718755468052","0.949288224429655","5.09559418330167"
"117","X1992_Korea, Rep.","Korea, Rep.","11.6604080588393","6.7520627421589","9.29733058487625","9.71288866110834","9.3556725117457","0.949288224429655","9.85546040810388"
"118","X1992_Kosovo","Kosovo",NA,NA,NA,NA,NA,"0.949288224429655",NA
"119","X1992_Kuwait","Kuwait","-10.0496669702525","25.8951771011978",NA,NA,NA,"0.949288224429655",NA
"120","X1992_Latin America & Caribbean (developing only)","Latin America & Caribbean (developing only)","0.57912239960811","1.31646238891656","0.477510772199395","3.71017585864257","1.52081785484166","0.949288224429655","1.60206122408754"
"121","X1992_Lao PDR","Lao PDR","-2.01020104999756","14.1906366294394","6.70457868770096","4.29656364091602","5.79539447701471","0.949288224429655","6.10498932555142"
"122","X1992_Lebanon","Lebanon",NA,"-42.4511182150125","26.5331600932298","38.2007091017853",NA,"0.949288224429655",NA
"123","X1992_Liberia","Liberia","-2.04189776063379","-26.6684545596539","-51.0308630389015","-14.2252117588441","-23.4916067795083","0.949288224429655","-24.7465481767904"
"124","X1992_Libya","Libya",NA,NA,NA,NA,NA,"0.949288224429655",NA
"125","X1992_St. Lucia","St. Lucia","12.1677604529535","9.06372568116001","23.5448917435062","2.67794457158877","11.8635806123021","0.949288224429655","12.4973430692558"
"126","X1992_Latin America & Caribbean (all income levels)","Latin America & Caribbean (all income levels)","0.890432827564112","1.6616165586897","0.615285368336131","3.71227645333987","1.71990280198245","0.949288224429655","1.81178145659164"
"127","X1992_Least developed countries: UN classification","Least developed countries: UN classification","2.91459525989876","2.29359920262941","0.590449579715909","1.12708987042112","1.7314334781663","0.949288224429655","1.82392811119781"
"128","X1992_Low income","Low income","3.85512986353601","1.96904393107829","1.987477522167","0.507620688404756","2.07981800129651","0.949288224429655","2.19092362864408"
"129","X1992_Liechtenstein","Liechtenstein","5.63380279897028","4.49198306524563","2.25287252363739","1.80116770173041","3.54495652239593","0.949288224429655","3.73433108213871"
"130","X1992_Sri Lanka","Sri Lanka","2.47269299783051","2.29929587536898","6.40000000000005","4.60000000000029","3.94299721829996","0.949288224429655","4.15363544688333"
"131","X1992_Lower middle income","Lower middle income","6.44580398912179","5.110693898007","3.49289099593592","1.16686504146668","4.05406348113285","0.949288224429655","4.27063496291506"
"132","X1992_Low & middle income","Low & middle income","3.70897468039925","2.6165320880712","2.93660133047722","2.4404931757046","2.92565031866307","0.949288224429655","3.08194101998983"
"133","X1992_Lesotho","Lesotho","8.55667696482428","5.47663699022239","5.64418526795616","3.90470346389877","5.8955506717254","0.949288224429655","6.2104959484434"
"134","X1992_Lithuania","Lithuania",NA,NA,NA,"-5.67566299724803",NA,"0.949288224429655",NA
"135","X1992_Luxembourg","Luxembourg","8.46328264909522","9.79806099553284","5.31993265344784","8.64419037766038","8.05636666893407","0.949288224429655","8.4867445540836"
"136","X1992_Latvia","Latvia","5.09655428723828","5.68550472529343","-7.94355492840188","-12.5952217915852","-2.43917942686384","0.949288224429655","-2.56948244389035"
"137","X1992_Macao SAR, China","Macao SAR, China","7.80000000000005","5.00000000000007","7.99999999999996","3.70000000000003","6.12500000000003","0.949288224429655","6.45220265286658"
"138","X1992_St. Martin (French part)","St. Martin (French part)",NA,NA,NA,NA,NA,"0.949288224429655",NA
"139","X1992_Morocco","Morocco","12.1899141116069","2.83628794844928","2.78821360246209","7.54734794204619","6.34044090114111","0.949288224429655","6.67915258819368"
"140","X1992_Monaco","Monaco","4.59860147372081","4.16365930906781","2.64345417269408","1.0151299194942","3.10521121874422","0.949288224429655","3.2710942144151"
"141","X1992_Moldova","Moldova","1.69246437754455","5.03228288213194","-2.3999998249418","-16.0000002534476","-2.91881320467823","0.949288224429655","-3.07473866162396"
"142","X1992_Madagascar","Madagascar","3.40341700961942","4.07889277704112","3.13002942786871","-6.30953439310083","1.07570120535711","0.949288224429655","1.13316606871786"
"143","X1992_Maldives","Maldives",NA,NA,NA,NA,NA,"0.949288224429655",NA
"144","X1992_Middle East & North Africa (all income levels)","Middle East & North Africa (all income levels)","2.6580613561957","2.27965004423447","10.3108679229544","3.45618938542887","4.67619217720336","0.949288224429655","4.92599829731679"
"145","X1992_Mexico","Mexico","1.24543805834819","4.19829325913848","5.06830631231925","4.22225071565872","3.68357208636616","0.949288224429655","3.88035160615133"
"146","X1992_Marshall Islands","Marshall Islands","7.78898618075937","-1.69158690451223","2.67628242470055","0.0878728073416539","2.21538862707234","0.949288224429655","2.33373655130229"
"147","X1992_Middle income","Middle income","3.7048997854497","2.63563627735206","2.96442342482568","2.49526017874501","2.95005491659311","0.949288224429655","3.10764933207251"
"148","X1992_Macedonia, FYR","Macedonia, FYR",NA,NA,NA,"-6.17066067528653",NA,"0.949288224429655",NA
"149","X1992_Mali","Mali","1.48148616456569","11.763705962196","-1.85267599187648","1.61606286243973","3.25214474933123","0.949288224429655","3.42587705781894"
"150","X1992_Malta","Malta","8.41423950062321","8.17910447063133","6.29139072190144","6.2564901257504","7.2853062047266","0.949288224429655","7.67449339119708"
"151","X1992_Myanmar","Myanmar","-11.3524394762036","3.69529742420569","2.81693327298083","-0.650616910074177","-1.37270642227281","0.949288224429655","-1.44603755418704"
"152","X1992_Middle East & North Africa (developing only)","Middle East & North Africa (developing only)","0.394632604784675","1.11025219078643","11.0473651392869","-0.269579512778805","3.0706676055198","0.949288224429655","3.23470525231122"
"153","X1992_Montenegro","Montenegro",NA,NA,NA,NA,NA,"0.949288224429655",NA
"154","X1992_Mongolia","Mongolia","5.10797231543636","4.1781957412925","-3.18446018044006","-8.69354472912777","-0.647959213209743","0.949288224429655","-0.682573739497343"
"155","X1992_Northern Mariana Islands","Northern Mariana Islands",NA,NA,NA,NA,NA,"0.949288224429655",NA
"156","X1992_Mozambique","Mozambique","8.19999518592434","6.50000466640471","0.999992762718222","4.89999916081103","5.14999794396458","0.949288224429655","5.42511516674376"
"157","X1992_Mauritania","Mauritania","1.72039797310497","4.77758542510176","-1.77130455208088","1.78808716453635","1.62869150266555","0.949288224429655","1.71569757293059"
"158","X1992_Mauritius","Mauritius","6.79134670960275","4.4651486449917","7.18673673303265","4.43544624746481","5.71966958377298","0.949288224429655","6.02521914480655"
"159","X1992_Malawi","Malawi","3.17729125579405","1.34468971815957","5.6922944933922","8.73023182043792","4.73612682194593","0.949288224429655","4.98913470120359"
"160","X1992_Malaysia","Malaysia","9.93772422929591","9.05848104443901","9.00964926531714","9.5454648755168","9.38782985364221","0.949288224429655","9.88933562225798"
"161","X1992_North America","North America","4.24649708608639","3.56451850635993","1.74978740307716","-0.240460541017612","2.33008561362647","0.949288224429655","2.45456074737092"
"162","X1992_Namibia","Namibia","0.813148927589964","1.85867509723158","2.04745995428122","8.16561225813666","3.22122405930986","0.949288224429655","3.39330455852353"
"163","X1992_New Caledonia","New Caledonia","34.6000006481068","10.9999994733531","3.60000127425515","4.90002813897237","13.5250073836719","0.949288224429655","14.2475246564845"
"164","X1992_Niger","Niger","6.899121715837","0.93392913825825","-1.28435538100813","2.50420327438201","2.26322468686728","0.949288224429655","2.38412805365521"
"165","X1992_Nigeria","Nigeria","7.54252202587267","6.46719114396292","12.7660091733085","-0.617850588457998","6.53946793867152","0.949288224429655","6.88881181750729"
"166","X1992_Nicaragua","Nicaragua","-12.4498220370713","-1.69761277200674","-0.0930648184677807","-0.190712403402699","-3.60780300773713","0.949288224429655","-3.8005348795986"
"167","X1992_Netherlands","Netherlands","3.44121892415714","4.42011799489761","4.18322282187455","2.4391345212517","3.62092356554525","0.949288224429655","3.81435634864295"
"168","X1992_High income: nonOECD","High income: nonOECD",NA,NA,"1.47974078579574","-0.0794108389791575",NA,"0.949288224429655",NA
"169","X1992_Norway","Norway","-0.172934526399231","0.997592425243795","1.92681685015317","3.10545171658443","1.46423161639554","0.949288224429655","1.54245210117851"
"170","X1992_Nepal","Nepal","7.69680871149001","4.3296479338953","4.63503634705982","6.36815040328671","5.75741084893296","0.949288224429655","6.06497658010252"
"171","X1992_New Zealand","New Zealand","1.97165821253249","0.500877822664719","0.21987418189353","-1.60765436613708","0.271188962738415","0.949288224429655","0.285676105274927"
"172","X1992_High income: OECD","High income: OECD","4.82436121344175","3.93859562120886","3.01451679349765","1.27502983580546","3.26312586598843","0.949288224429655","3.43744479496621"
"173","X1992_OECD members","OECD members","4.71596969025485","3.9057247891493","3.12355213504345","1.33448468713976","3.26993282539684","0.949288224429655","3.4446153878728"
"174","X1992_Oman","Oman","5.96402726797291","11.7568615289193","-0.130425130448884","6.07407819058329","5.91613546425665","0.949288224429655","6.23218039790934"
"175","X1992_Other small states","Other small states","9.39834909844622","7.54964027108758","6.28593084904512","5.36319065875126","7.14927771933255","0.949288224429655","7.53119814967464"
"176","X1992_Pakistan","Pakistan","7.62527878106043","4.95976889421452","4.45858681582274","5.06156775302664","5.52630056103108","0.949288224429655","5.82152018619146"
"177","X1992_Panama","Panama","-13.3798440287886","1.5622468581483","8.09899275329313","9.41900666160748","1.42510056106508","0.949288224429655","1.50123063195195"
"178","X1992_Peru","Peru","-9.44127344629392","-12.3120414471296","-4.98256353646605","2.2192591027909","-6.12915483177467","0.949288224429655","-6.45657943925002"
"179","X1992_Philippines","Philippines","6.75254448138335","6.20531111660902","3.03696629398218","-0.578334651228232","3.85412181018658","0.949288224429655","4.06001223969905"
"180","X1992_Palau","Palau",NA,NA,NA,NA,NA,"0.949288224429655",NA
"181","X1992_Papua New Guinea","Papua New Guinea","2.90924048384311","-1.41957988517551","-3.01216922049157","9.54689788728653","2.00609731636564","0.949288224429655","2.11326472270414"
"182","X1992_Poland","Poland",NA,NA,NA,"-7.01557881088655",NA,"0.949288224429655",NA
"183","X1992_Puerto Rico","Puerto Rico","5.88837312865734","4.3349524983165","2.46579094146739","0.853720598079533","3.38570929163019","0.949288224429655","3.56657673033327"
"184","X1992_Korea, Dem. Rep.","Korea, Dem. Rep.",NA,NA,NA,NA,NA,"0.949288224429655",NA
"185","X1992_Portugal","Portugal","7.48910809405182","6.44063887883659","3.95052337453976","4.36820643713243","5.56211919614015","0.949288224429655","5.85925228292171"
"186","X1992_Paraguay","Paraguay","5.91537206602051","6.93520391012297","4.12328287958161","3.49365015506761","5.11687725269817","0.949288224429655","5.39022514028599"
"187","X1992_Pacific island small states","Pacific island small states","1.01549543508908","5.17786826900326","4.49812266537518","-0.382851052093329","2.57715882934355","0.949288224429655","2.71483282213043"
"188","X1992_French Polynesia","French Polynesia","2.39999874410782","3.00000197109196","2.20000012757878","4.89999620301293","3.12499926144787","0.949288224429655","3.29193935100734"
"189","X1992_Qatar","Qatar",NA,NA,NA,NA,NA,"0.949288224429655",NA
"190","X1992_Romania","Romania","-0.499144906121671","-5.79970032563662","-5.60000300657813","-12.9000039748494","-6.19971305329646","0.949288224429655","-6.53090694032503"
"191","X1992_Russian Federation","Russian Federation",NA,NA,"-2.99999564194565","-5.04693945214571",NA,"0.949288224429655",NA
